,YEAR,MONTH,DAY,BAROMETER,THERMOMETER,LATITUDE,LONGITUDE
58919,1849,9,24,29.48,16.666666666666668,,
58920,1849,9,24,29.49,16.38888888888889,,
58921,1849,9,24,29.49,15.0,,
58922,1849,9,24,29.47,14.444444444444445,,
58923,1849,9,24,29.47,14.444444444444445,,
58924,1849,9,24,29.44,13.333333333333334,,
58925,1849,9,24,29.44,12.222222222222223,,
58926,1849,9,24,29.43,11.666666666666668,,
58927,1849,9,24,29.45,12.222222222222223,,
58928,1849,9,24,29.44,12.777777777777779,,
58929,1849,9,24,29.44,11.666666666666668,,
58930,1849,9,24,29.44,11.666666666666668,,
58931,1849,9,25,29.44,16.666666666666668,,
58932,1849,9,25,29.44,15.555555555555557,,
58933,1849,9,25,29.41,13.88888888888889,,
58934,1849,9,25,29.39,13.333333333333334,,
58935,1849,9,25,29.39,11.944444444444445,,
58936,1849,9,25,29.39,11.38888888888889,,
58937,1849,9,25,29.39,10.277777777777779,,
58938,1849,9,25,29.38,8.61111111111111,,
58939,1849,9,25,29.38,9.444444444444445,,
58940,1849,9,25,29.38,10.555555555555555,,
58941,1849,9,25,29.39,13.88888888888889,,
58942,1849,9,25,29.39,13.88888888888889,,
58943,1849,9,25,29.38,13.333333333333334,,
58944,1849,9,25,29.38,12.222222222222223,,
58945,1849,9,25,29.38,11.666666666666668,,
58946,1849,9,25,29.38,11.666666666666668,,
58947,1849,9,25,29.4,14.166666666666668,,
58948,1849,9,25,29.4,14.166666666666668,,
58949,1849,9,25,29.41,13.333333333333334,,
58950,1849,9,25,29.41,13.333333333333334,,
58951,1849,9,25,29.44,16.666666666666668,,
58952,1849,9,25,29.44,17.22222222222222,,
58953,1849,9,25,29.44,16.666666666666668,,
58954,1849,9,25,29.44,16.666666666666668,,
58955,1849,9,26,29.44,13.88888888888889,,
58956,1849,9,26,29.46,13.333333333333334,,
58957,1849,9,26,29.47,13.333333333333334,,
58958,1849,9,26,29.48,13.055555555555555,,
58959,1849,9,26,29.49,11.666666666666668,,
58960,1849,9,26,29.5,11.11111111111111,,
58961,1849,9,26,29.52,10.555555555555555,,
58962,1849,9,26,29.52,10.555555555555555,,
58963,1849,9,26,29.52,13.333333333333334,,
58964,1849,9,26,29.52,12.222222222222223,,
58965,1849,9,26,29.52,12.222222222222223,,
58966,1849,9,26,29.52,12.222222222222223,,
58967,1849,9,26,29.53,12.222222222222223,,
58968,1849,9,26,29.53,13.333333333333334,,
58969,1849,9,26,29.53,13.88888888888889,,
58970,1849,9,26,29.5,13.88888888888889,,
58971,1849,9,26,29.5,13.88888888888889,,
58972,1849,9,26,29.5,13.88888888888889,,
58973,1849,9,26,29.5,15.0,,
58974,1849,9,26,29.5,15.555555555555557,,
58975,1849,9,26,29.5,16.11111111111111,,
58976,1849,9,26,29.49,18.333333333333336,,
58977,1849,9,26,29.48,18.88888888888889,,
58978,1849,9,26,29.48,20.0,,
58979,1849,9,27,29.48,17.77777777777778,,
58980,1849,9,27,29.43,16.666666666666668,,
58981,1849,9,27,29.42,17.22222222222222,,
58982,1849,9,27,29.39,17.22222222222222,,
58983,1849,9,27,29.39,17.22222222222222,,
58984,1849,9,27,29.38,17.22222222222222,,
58985,1849,9,27,29.37,17.22222222222222,,
58986,1849,9,27,29.35,17.22222222222222,,
58987,1849,9,27,29.35,13.055555555555555,,
58988,1849,9,27,29.34,10.0,,
58989,1849,9,27,29.3,10.0,,
58990,1849,9,27,29.3,11.38888888888889,,
58991,1849,9,27,29.3,11.666666666666668,,
58992,1849,9,27,29.27,10.555555555555555,,
58993,1849,9,27,29.27,10.555555555555555,,
58994,1849,9,27,29.27,11.11111111111111,,
58995,1849,9,27,29.27,11.11111111111111,,
58996,1849,9,27,29.27,12.222222222222223,,
58997,1849,9,27,29.28,15.0,,
58998,1849,9,27,29.3,17.22222222222222,,
58999,1849,9,27,29.3,16.666666666666668,,
59000,1849,9,27,29.32,16.11111111111111,,
59001,1849,9,27,29.32,16.11111111111111,,
59002,1849,9,27,29.32,15.555555555555557,,
59003,1849,9,28,29.32,15.555555555555557,,
59004,1849,9,28,29.32,15.555555555555557,,
59005,1849,9,28,29.31,14.444444444444445,,
59006,1849,9,28,29.3,13.333333333333334,,
59007,1849,9,28,29.29,12.777777777777779,,
59008,1849,9,28,29.29,12.5,,
59009,1849,9,28,29.3,12.777777777777779,,
59010,1849,9,28,29.3,14.166666666666668,,
59011,1849,9,28,29.3,13.333333333333334,,
59012,1849,9,28,29.32,14.444444444444445,,
59013,1849,9,28,29.33,15.0,,
59014,1849,9,28,29.33,15.0,,
59015,1849,9,28,29.33,15.0,,
59016,1849,9,28,29.32,14.444444444444445,,
59017,1849,9,28,29.32,14.444444444444445,,
59018,1849,9,28,29.32,13.333333333333334,,
59019,1849,9,28,29.31,13.88888888888889,,
59020,1849,9,28,29.32,14.444444444444445,,
59021,1849,9,28,29.32,14.444444444444445,,
59022,1849,9,28,29.34,14.444444444444445,,
59023,1849,9,28,29.34,15.555555555555557,,
59024,1849,9,28,29.34,15.0,,
59025,1849,9,28,29.36,14.444444444444445,,
59026,1849,9,28,29.36,12.777777777777779,,
59027,1849,9,29,29.36,11.666666666666668,,
59028,1849,9,29,29.36,11.11111111111111,,
59029,1849,9,29,29.37,10.833333333333334,,
59030,1849,9,29,29.37,10.277777777777779,,
59031,1849,9,29,29.38,10.0,,
59032,1849,9,29,29.39,10.0,,
59033,1849,9,29,29.4,10.0,,
59034,1849,9,29,29.43,15.0,,
59035,1849,9,29,29.44,15.555555555555557,,
59036,1849,9,29,29.44,15.0,,
59037,1849,9,29,29.44,14.444444444444445,,
59038,1849,9,29,29.42,13.88888888888889,,
59039,1849,9,29,29.41,12.222222222222223,,
59040,1849,9,29,29.41,16.11111111111111,,
59041,1849,9,29,29.42,16.944444444444446,,
59042,1849,9,29,29.42,17.22222222222222,,
59043,1849,9,29,29.42,18.333333333333336,,
59044,1849,9,29,29.42,19.444444444444446,,
59045,1849,9,29,29.42,18.88888888888889,,
59046,1849,9,29,29.41,18.333333333333336,,
59047,1849,9,29,29.38,18.333333333333336,,
59048,1849,9,29,29.4,17.77777777777778,,
59049,1849,9,29,29.37,15.555555555555557,,
59050,1849,9,29,29.36,14.444444444444445,,
59051,1849,9,30,29.35,12.777777777777779,,
59052,1849,9,30,29.32,12.777777777777779,,
59053,1849,9,30,29.31,11.666666666666668,,
59054,1849,9,30,29.28,11.11111111111111,,
59055,1849,9,30,29.26,10.555555555555555,,
59056,1849,9,30,29.25,10.555555555555555,,
59057,1849,9,30,29.23,10.555555555555555,,
59058,1849,9,30,29.23,10.0,,
59059,1849,9,30,29.23,11.944444444444445,,
59060,1849,9,30,29.22,13.055555555555555,,
59061,1849,9,30,29.22,13.333333333333334,,
59062,1849,9,30,29.22,13.88888888888889,,
59063,1849,9,30,29.22,16.11111111111111,,
59064,1849,9,30,29.22,16.666666666666668,,
59065,1849,9,30,29.22,16.666666666666668,,
59066,1849,9,30,29.23,16.666666666666668,,
59067,1849,9,30,29.22,16.11111111111111,,
59068,1849,9,30,29.25,16.666666666666668,,
59069,1849,9,30,29.28,17.5,,
59070,1849,9,30,29.29,17.22222222222222,,
59071,1849,9,30,29.32,16.666666666666668,,
59072,1849,9,30,29.36,16.666666666666668,,
59073,1849,9,30,29.39,15.555555555555557,,
59074,1849,9,30,29.4,15.0,,
59075,1849,10,1,29.45,13.333333333333334,,
59076,1849,10,1,29.48,12.777777777777779,,
59077,1849,10,1,29.51,12.222222222222223,,
59078,1849,10,1,29.54,11.666666666666668,,
59079,1849,10,1,29.57,11.11111111111111,,
59080,1849,10,1,29.61,10.833333333333334,,
59081,1849,10,1,29.67,10.555555555555555,,
59082,1849,10,1,29.7,10.0,,
59083,1849,10,1,29.75,12.777777777777779,,
59084,1849,10,1,29.78,13.333333333333334,,
59085,1849,10,1,29.8,13.333333333333334,,
59086,1849,10,1,29.83,13.333333333333334,,
59087,1849,10,1,29.85,13.333333333333334,,
59088,1849,10,1,29.86,13.333333333333334,,
59089,1849,10,1,29.87,13.88888888888889,,
59090,1849,10,1,29.87,13.611111111111112,,
59091,1849,10,1,29.84,13.611111111111112,,
59092,1849,10,1,29.84,13.88888888888889,,
59093,1849,10,1,29.84,15.277777777777779,,
59094,1849,10,1,29.84,16.666666666666668,,
59095,1849,10,1,29.84,15.555555555555557,,
59096,1849,10,1,29.81,14.722222222222223,,
59097,1849,10,1,29.77,13.88888888888889,,
59098,1849,10,1,29.74,13.333333333333334,,
59099,1849,10,2,29.68,12.777777777777779,,
59100,1849,10,2,29.65,11.666666666666668,,
59101,1849,10,2,29.58,12.222222222222223,,
59102,1849,10,2,29.55,11.11111111111111,,
59103,1849,10,2,29.5,10.555555555555555,,
59104,1849,10,2,29.46,10.0,,
59105,1849,10,2,29.42,9.444444444444445,,
59106,1849,10,2,29.4,11.11111111111111,,
59107,1849,10,2,29.38,12.222222222222223,,
59108,1849,10,2,29.36,13.611111111111112,,
59109,1849,10,2,29.34,13.611111111111112,,
59110,1849,10,2,29.34,13.88888888888889,,
59111,1849,10,2,29.33,15.0,,
59112,1849,10,2,29.33,16.11111111111111,,
59113,1849,10,2,29.33,16.11111111111111,,
59114,1849,10,2,29.32,15.555555555555557,,
59115,1849,10,2,29.3,16.666666666666668,,
59116,1849,10,2,29.3,17.22222222222222,,
59117,1849,10,2,29.3,17.22222222222222,,
59118,1849,10,2,29.3,17.22222222222222,,
59119,1849,10,2,29.3,15.555555555555557,,
59120,1849,10,2,29.3,15.0,,
59121,1849,10,2,29.31,14.444444444444445,,
59122,1849,10,2,29.31,13.333333333333334,,
59123,1849,10,3,29.32,12.777777777777779,,
59124,1849,10,3,29.32,12.222222222222223,,
59125,1849,10,3,29.32,11.666666666666668,,
59126,1849,10,3,29.31,11.38888888888889,,
59127,1849,10,3,29.31,11.11111111111111,,
59128,1849,10,3,29.34,11.11111111111111,,
59129,1849,10,3,29.37,11.11111111111111,,
59130,1849,10,3,29.4,11.11111111111111,,
59131,1849,10,3,29.42,11.11111111111111,,
59132,1849,10,3,29.47,11.11111111111111,,
59133,1849,10,3,29.47,13.333333333333334,,
59134,1849,10,3,29.5,13.88888888888889,,
59135,1849,10,3,29.53,13.88888888888889,,
59136,1849,10,3,29.56,13.333333333333334,,
59137,1849,10,3,29.57,13.333333333333334,,
59138,1849,10,3,29.58,13.333333333333334,,
59139,1849,10,3,29.59,15.277777777777779,,
59140,1849,10,3,29.6,15.277777777777779,,
59141,1849,10,3,29.64,15.555555555555557,,
59142,1849,10,3,29.66,16.11111111111111,,
59143,1849,10,3,29.71,15.277777777777779,,
59144,1849,10,3,29.73,13.88888888888889,,
59145,1849,10,3,29.74,12.5,,
59146,1849,10,3,29.74,11.277777777777777,,
59147,1849,10,4,29.75,10.0,,
59148,1849,10,4,29.76,9.444444444444445,,
59149,1849,10,4,29.77,9.166666666666668,,
59150,1849,10,4,29.77,8.88888888888889,,
59151,1849,10,4,29.79,10.555555555555555,,
59152,1849,10,4,29.77,10.555555555555555,,
59153,1849,10,4,29.77,11.666666666666668,,
59154,1849,10,4,29.77,11.666666666666668,,
59155,1849,10,4,29.8,12.222222222222223,,
59156,1849,10,4,29.82,11.944444444444445,,
59157,1849,10,4,29.83,11.666666666666668,,
59158,1849,10,4,29.86,11.11111111111111,,
59159,1849,10,4,29.87,10.555555555555555,,
59160,1849,10,4,29.87,10.0,,
59161,1849,10,4,29.87,9.444444444444445,,
59162,1849,10,4,29.82,9.444444444444445,,
59163,1849,10,4,29.81,9.444444444444445,,
59164,1849,10,4,29.81,9.444444444444445,,
59165,1849,10,4,29.82,11.11111111111111,,
59166,1849,10,4,29.82,11.11111111111111,,
59167,1849,10,4,29.82,12.222222222222223,,
59168,1849,10,4,29.82,12.222222222222223,,
59169,1849,10,4,29.82,11.666666666666668,,
59170,1849,10,4,29.81,10.555555555555555,,
59171,1849,10,5,29.8,10.0,,
59172,1849,10,5,29.79,9.444444444444445,,
59173,1849,10,5,29.77,8.88888888888889,,
59174,1849,10,5,29.75,8.88888888888889,,
59175,1849,10,5,29.75,8.88888888888889,,
59176,1849,10,5,29.74,9.444444444444445,,
59177,1849,10,5,29.74,10.0,,
59178,1849,10,5,29.74,10.555555555555555,,
59179,1849,10,5,29.72,11.11111111111111,,
59180,1849,10,5,29.71,9.166666666666668,,
59181,1849,10,5,29.71,8.61111111111111,,
59182,1849,10,5,29.7,8.333333333333334,,
59183,1849,10,5,29.69,7.777777777777779,,
59184,1849,10,5,29.69,7.777777777777779,,
59185,1849,10,5,29.67,7.777777777777779,,
59186,1849,10,5,29.67,7.777777777777779,,
59187,1849,10,5,29.65,7.777777777777779,,
59188,1849,10,5,29.63,7.777777777777779,,
59189,1849,10,5,29.61,7.777777777777779,,
59190,1849,10,5,29.6,7.777777777777779,,
59191,1849,10,5,29.6,7.777777777777779,,
59192,1849,10,5,29.59,7.222222222222222,,
59193,1849,10,5,29.58,7.222222222222222,,
59194,1849,10,5,29.57,7.222222222222222,,
59195,1849,10,6,29.55,6.944444444444445,,
59196,1849,10,6,29.52,6.944444444444445,,
59197,1849,10,6,29.52,6.944444444444445,,
59198,1849,10,6,29.51,6.944444444444445,,
59199,1849,10,6,29.51,6.666666666666667,,
59200,1849,10,6,29.5,6.666666666666667,,
59201,1849,10,6,29.5,6.666666666666667,,
59202,1849,10,6,29.5,6.666666666666667,,
59203,1849,10,6,29.47,6.666666666666667,,
59204,1849,10,6,29.46,6.666666666666667,,
59205,1849,10,6,29.46,6.666666666666667,,
59206,1849,10,6,29.46,6.666666666666667,,
59207,1849,10,6,29.46,6.666666666666667,,
59208,1849,10,6,29.46,6.944444444444445,,
59209,1849,10,6,29.46,6.944444444444445,,
59210,1849,10,6,29.46,6.944444444444445,,
59211,1849,10,6,29.46,6.666666666666667,,
59212,1849,10,6,29.43,6.666666666666667,,
59213,1849,10,6,29.42,7.222222222222222,,
59214,1849,10,6,29.42,6.944444444444445,,
59215,1849,10,6,29.42,6.666666666666667,,
59216,1849,10,6,29.42,6.111111111111112,,
59217,1849,10,6,29.41,6.111111111111112,,
59218,1849,10,6,29.4,6.111111111111112,,
59219,1849,10,7,29.4,6.111111111111112,,
59220,1849,10,7,29.4,6.111111111111112,,
59221,1849,10,7,29.39,6.111111111111112,,
59222,1849,10,7,29.38,6.111111111111112,,
59223,1849,10,7,29.38,6.111111111111112,,
59224,1849,10,7,29.38,5.555555555555555,,
59225,1849,10,7,29.38,5.555555555555555,,
59226,1849,10,7,29.37,5.555555555555555,,
59227,1849,10,7,29.34,5.555555555555555,,
59228,1849,10,7,29.33,5.555555555555555,,
59229,1849,10,7,29.33,5.555555555555555,,
59230,1849,10,7,29.33,6.111111111111112,,
59231,1849,10,7,29.32,7.777777777777779,,
59232,1849,10,7,29.31,9.444444444444445,,
59233,1849,10,7,29.29,11.11111111111111,,
59234,1849,10,7,29.29,12.222222222222223,,
59235,1849,10,7,29.29,13.333333333333334,,
59236,1849,10,7,29.29,13.88888888888889,,
59237,1849,10,7,29.29,13.88888888888889,,
59238,1849,10,7,29.28,13.88888888888889,,
59239,1849,10,7,29.27,14.444444444444445,,
59240,1849,10,7,29.27,14.444444444444445,,
59241,1849,10,7,29.27,12.777777777777779,,
59242,1849,10,7,29.27,12.777777777777779,,
59243,1849,10,8,29.25,10.833333333333334,,
59244,1849,10,8,29.25,10.0,,
59245,1849,10,8,29.25,9.722222222222223,,
59246,1849,10,8,29.25,9.444444444444445,,
59247,1849,10,8,29.25,8.88888888888889,,
59248,1849,10,8,29.25,8.88888888888889,,
59249,1849,10,8,29.26,8.88888888888889,,
59250,1849,10,8,29.27,8.88888888888889,,
59251,1849,10,8,29.27,8.333333333333334,,
59252,1849,10,8,29.27,7.777777777777779,,
59253,1849,10,8,29.28,7.777777777777779,,
59254,1849,10,8,29.28,7.777777777777779,,
59255,1849,10,8,29.28,7.5,,
59256,1849,10,8,29.28,6.944444444444445,,
59257,1849,10,8,29.28,6.388888888888889,,
59258,1849,10,8,29.29,6.388888888888889,,
59259,1849,10,8,29.29,5.833333333333334,,
59260,1849,10,8,29.28,5.0,,
59261,1849,10,8,29.27,5.0,,
59262,1849,10,8,29.26,4.444444444444445,,
59263,1849,10,8,29.22,3.8888888888888893,,
59264,1849,10,8,29.19,3.8888888888888893,,
59265,1849,10,8,29.18,3.722222222222224,,
59266,1849,10,8,29.15,3.611111111111111,,
59267,1849,10,9,29.1,3.3333333333333335,,
59268,1849,10,9,29.07,3.3333333333333335,,
59269,1849,10,9,29.03,3.3333333333333335,,
59270,1849,10,9,28.98,3.3333333333333335,,
59271,1849,10,9,28.94,4.444444444444445,,
59272,1849,10,9,28.89,5.0,,
59273,1849,10,9,28.84,5.0,,
59274,1849,10,9,28.79,5.0,,
59275,1849,10,9,28.79,6.666666666666667,,
59276,1849,10,9,28.78,6.666666666666667,,
59277,1849,10,9,28.77,6.666666666666667,,
59278,1849,10,9,28.77,6.666666666666667,,
59279,1849,10,9,28.79,8.88888888888889,,
59280,1849,10,9,28.8,8.88888888888889,,
59281,1849,10,9,28.8,8.88888888888889,,
59282,1849,10,9,28.81,8.88888888888889,,
59283,1849,10,9,28.91,7.777777777777779,,
59284,1849,10,9,28.93,7.777777777777779,,
59285,1849,10,9,28.99,7.777777777777779,,
59286,1849,10,9,29.03,7.777777777777779,,
59287,1849,10,9,29.07,7.222222222222222,,
59288,1849,10,9,29.11,7.222222222222222,,
59289,1849,10,9,29.15,7.222222222222222,,
59290,1849,10,9,29.18,7.222222222222222,,
59291,1849,10,10,29.2,6.388888888888889,,
59292,1849,10,10,29.2,5.833333333333334,,
59293,1849,10,10,29.2,5.277777777777778,,
59294,1849,10,10,29.2,4.444444444444445,,
59295,1849,10,10,29.2,5.0,,
59296,1849,10,10,29.2,5.0,,
59297,1849,10,10,29.21,5.0,,
59298,1849,10,10,29.21,5.555555555555555,,
59299,1849,10,10,29.23,5.555555555555555,,
59300,1849,10,10,29.25,5.0,,
59301,1849,10,10,29.26,4.444444444444445,,
59302,1849,10,10,29.27,3.8888888888888893,,
59303,1849,10,10,29.29,6.388888888888889,,
59304,1849,10,10,29.3,5.833333333333334,,
59305,1849,10,10,29.3,5.555555555555555,,
59306,1849,10,10,29.3,5.555555555555555,,
59307,1849,10,10,29.3,5.555555555555555,,
59308,1849,10,10,29.3,5.555555555555555,,
59309,1849,10,10,29.3,7.777777777777779,,
59310,1849,10,10,29.3,9.444444444444445,,
59311,1849,10,10,29.32,10.277777777777779,,
59312,1849,10,10,29.33,10.277777777777779,,
59313,1849,10,10,29.34,9.166666666666668,,
59314,1849,10,10,29.35,8.88888888888889,,
59315,1849,10,11,29.35,7.777777777777779,,
59316,1849,10,11,29.35,7.777777777777779,,
59317,1849,10,11,29.33,7.222222222222222,,
59318,1849,10,11,29.33,6.666666666666667,,
59319,1849,10,11,29.31,6.666666666666667,,
59320,1849,10,11,29.31,7.222222222222222,,
59321,1849,10,11,29.32,7.222222222222222,,
59322,1849,10,11,29.33,7.777777777777779,,
59323,1849,10,11,29.33,10.0,,
59324,1849,10,11,29.33,10.555555555555555,,
59325,1849,10,11,29.35,12.222222222222223,,
59326,1849,10,11,29.37,12.777777777777779,,
59327,1849,10,11,29.43,15.0,,
59328,1849,10,11,29.46,13.611111111111112,,
59329,1849,10,11,29.46,11.666666666666668,,
59330,1849,10,11,29.5,11.11111111111111,,
59331,1849,10,11,29.5,12.777777777777779,,
59332,1849,10,11,29.5,15.0,,
59333,1849,10,11,29.55,15.555555555555557,,
59334,1849,10,11,29.58,15.555555555555557,,
59335,1849,10,11,29.6,13.611111111111112,,
59336,1849,10,11,29.62,12.777777777777779,,
59337,1849,10,11,29.62,11.944444444444445,,
59338,1849,10,11,29.63,10.833333333333334,,
59339,1849,10,12,29.64,10.555555555555555,,
59340,1849,10,12,29.64,10.555555555555555,,
59341,1849,10,12,29.64,10.0,,
59342,1849,10,12,29.64,8.88888888888889,,
59343,1849,10,12,29.65,7.777777777777779,,
59344,1849,10,12,29.65,7.777777777777779,,
59345,1849,10,12,29.65,8.88888888888889,,
59346,1849,10,12,29.66,10.555555555555555,,
59347,1849,10,12,29.67,10.833333333333334,,
59348,1849,10,12,29.67,10.0,,
59349,1849,10,12,29.68,8.88888888888889,,
59350,1849,10,12,29.67,10.0,,
59351,1849,10,12,29.66,11.666666666666668,,
59352,1849,10,12,29.65,12.222222222222223,,
59353,1849,10,12,29.63,12.777777777777779,,
59354,1849,10,12,29.63,12.222222222222223,,
59355,1849,10,12,29.6,12.222222222222223,,
59356,1849,10,12,29.6,13.333333333333334,,
59357,1849,10,12,29.59,11.666666666666668,,
59358,1849,10,12,29.59,13.333333333333334,,
59359,1849,10,12,29.59,13.611111111111112,,
59360,1849,10,12,29.59,13.333333333333334,,
59361,1849,10,12,29.58,11.944444444444445,,
59362,1849,10,12,29.58,9.444444444444445,,
59363,1849,10,13,29.56,8.88888888888889,,
59364,1849,10,13,29.55,8.333333333333334,,
59365,1849,10,13,29.54,7.777777777777779,,
59366,1849,10,13,29.54,7.222222222222222,,
59367,1849,10,13,29.54,6.944444444444445,,
59368,1849,10,13,29.53,6.666666666666667,,
59369,1849,10,13,29.53,6.666666666666667,,
59370,1849,10,13,29.53,7.222222222222222,,
59371,1849,10,13,29.53,7.777777777777779,,
59372,1849,10,13,29.54,7.777777777777779,,
59373,1849,10,13,29.54,7.777777777777779,,
59374,1849,10,13,29.54,8.333333333333334,,
59375,1849,10,13,29.56,8.61111111111111,,
59376,1849,10,13,29.56,7.777777777777779,,
59377,1849,10,13,29.56,7.222222222222222,,
59378,1849,10,13,29.56,6.388888888888889,,
59379,1849,10,13,29.57,6.666666666666667,,
59380,1849,10,13,29.6,6.666666666666667,,
59381,1849,10,13,29.64,6.666666666666667,,
59382,1849,10,13,29.65,6.666666666666667,,
59383,1849,10,13,29.66,15.555555555555557,,
59384,1849,10,13,29.67,15.0,,
59385,1849,10,13,29.69,14.444444444444445,,
59386,1849,10,13,29.79,13.333333333333334,,
59387,1849,10,14,29.7,12.222222222222223,,
59388,1849,10,14,29.7,10.277777777777779,,
59389,1849,10,14,29.71,9.444444444444445,,
59390,1849,10,14,29.71,8.61111111111111,,
59391,1849,10,14,29.7,7.777777777777779,,
59392,1849,10,14,29.7,7.777777777777779,,
59393,1849,10,14,29.71,8.333333333333334,,
59394,1849,10,14,29.72,10.555555555555555,,
59395,1849,10,14,29.72,11.944444444444445,,
59396,1849,10,14,29.73,13.333333333333334,,
59397,1849,10,14,29.75,13.611111111111112,,
59398,1849,10,14,29.75,14.166666666666668,,
59399,1849,10,14,29.77,15.555555555555557,,
59400,1849,10,14,29.77,15.555555555555557,,
59401,1849,10,14,29.77,15.555555555555557,,
59402,1849,10,14,29.77,15.555555555555557,,
59403,1849,10,14,29.73,17.22222222222222,,
59404,1849,10,14,29.73,16.11111111111111,,
59405,1849,10,14,29.73,16.666666666666668,,
59406,1849,10,14,29.72,16.11111111111111,,
59407,1849,10,14,29.7,13.88888888888889,,
59408,1849,10,14,29.68,13.333333333333334,,
59409,1849,10,14,29.66,13.333333333333334,,
59410,1849,10,14,29.64,13.333333333333334,,
59411,1849,10,15,29.62,10.277777777777779,,
59412,1849,10,15,29.6,9.722222222222223,,
59413,1849,10,15,29.58,9.166666666666668,,
59414,1849,10,15,29.57,8.61111111111111,,
59415,1849,10,15,29.57,8.333333333333334,,
59416,1849,10,15,29.57,8.333333333333334,,
59417,1849,10,15,29.58,8.333333333333334,,
59418,1849,10,15,29.58,9.444444444444445,,
59419,1849,10,15,29.58,11.11111111111111,,
59420,1849,10,15,29.6,10.0,,
59421,1849,10,15,29.62,11.11111111111111,,
59422,1849,10,15,29.64,10.0,,
59423,1849,10,15,29.64,10.0,,
59424,1849,10,15,29.65,9.444444444444445,,
59425,1849,10,15,29.65,8.333333333333334,,
59426,1849,10,15,29.66,8.333333333333334,,
59427,1849,10,15,29.66,9.444444444444445,,
59428,1849,10,15,29.66,12.777777777777779,,
59429,1849,10,15,29.67,15.555555555555557,,
59430,1849,10,15,29.7,15.0,,
59431,1849,10,15,29.73,14.166666666666668,,
59432,1849,10,15,29.77,15.277777777777779,,
59433,1849,10,15,29.79,11.944444444444445,,
59434,1849,10,15,29.8,11.11111111111111,,
59435,1849,10,16,29.82,10.0,,
59436,1849,10,16,29.82,9.444444444444445,,
59437,1849,10,16,29.84,8.88888888888889,,
59438,1849,10,16,29.84,8.333333333333334,,
59439,1849,10,16,29.88,7.777777777777779,,
59440,1849,10,16,29.9,7.777777777777779,,
59441,1849,10,16,29.93,8.333333333333334,,
59442,1849,10,16,29.95,8.333333333333334,,
59443,1849,10,16,29.97,8.88888888888889,,
59444,1849,10,16,29.99,8.333333333333334,,
59445,1849,10,16,30.0,8.88888888888889,,
59446,1849,10,16,30.0,10.0,,
59447,1849,10,16,30.05,9.444444444444445,,
59448,1849,10,16,30.06,8.333333333333334,,
59449,1849,10,16,30.06,7.222222222222222,,
59450,1849,10,16,30.06,7.222222222222222,,
59451,1849,10,16,30.06,7.777777777777779,,
59452,1849,10,16,30.06,7.777777777777779,,
59453,1849,10,16,30.09,9.444444444444445,,
59454,1849,10,16,30.09,11.666666666666668,,
59455,1849,10,16,30.1,13.611111111111112,,
59456,1849,10,16,30.1,16.11111111111111,,
59457,1849,10,16,30.1,16.11111111111111,,
59458,1849,10,16,30.1,13.88888888888889,,
59459,1849,10,17,30.05,10.555555555555555,,
59460,1849,10,17,30.04,8.88888888888889,,
59461,1849,10,17,30.0,7.777777777777779,,
59462,1849,10,17,29.99,7.222222222222222,,
59463,1849,10,17,29.96,7.222222222222222,,
59464,1849,10,17,29.93,5.555555555555555,,
59465,1849,10,17,29.91,5.0,,
59466,1849,10,17,29.89,4.444444444444445,,
59467,1849,10,17,29.89,11.11111111111111,,
59468,1849,10,17,29.87,10.0,,
59469,1849,10,17,29.84,8.88888888888889,,
59470,1849,10,17,29.78,5.555555555555555,,
59471,1849,10,17,29.75,5.833333333333334,,
59472,1849,10,17,29.72,5.555555555555555,,
59473,1849,10,17,29.71,8.88888888888889,,
59474,1849,10,17,29.7,11.11111111111111,,
59475,1849,10,17,29.7,15.0,,
59476,1849,10,17,29.7,17.77777777777778,,
59477,1849,10,17,29.7,17.77777777777778,,
59478,1849,10,17,29.7,15.555555555555557,,
59479,1849,10,17,29.7,14.444444444444445,,
59480,1849,10,17,29.68,14.444444444444445,,
59481,1849,10,17,29.68,11.11111111111111,,
59482,1849,10,17,29.68,10.0,,
59483,1849,10,18,29.62,10.0,,
59484,1849,10,18,29.6,10.0,,
59485,1849,10,18,29.59,9.444444444444445,,
59486,1849,10,18,29.57,8.333333333333334,,
59487,1849,10,18,29.56,7.777777777777779,,
59488,1849,10,18,29.54,7.222222222222222,,
59489,1849,10,18,29.54,6.666666666666667,,
59490,1849,10,18,29.53,6.666666666666667,,
59491,1849,10,18,29.5,6.111111111111112,,
59492,1849,10,18,29.49,7.777777777777779,,
59493,1849,10,18,29.48,7.777777777777779,,
59494,1849,10,18,29.46,8.88888888888889,,
59495,1849,10,18,29.45,9.166666666666668,,
59496,1849,10,18,29.43,8.88888888888889,,
59497,1849,10,18,29.42,9.166666666666668,,
59498,1849,10,18,29.44,8.88888888888889,,
59499,1849,10,18,29.4,10.0,,
59500,1849,10,18,29.4,11.11111111111111,,
59501,1849,10,18,29.4,10.555555555555555,,
59502,1849,10,18,29.4,10.555555555555555,,
59503,1849,10,18,29.4,11.11111111111111,,
59504,1849,10,18,29.4,10.555555555555555,,
59505,1849,10,18,29.4,8.88888888888889,,
59506,1849,10,18,29.4,7.777777777777779,,
59507,1849,10,19,29.4,6.666666666666667,,
59508,1849,10,19,29.4,6.111111111111112,,
59509,1849,10,19,29.4,6.666666666666667,,
